Client IP Address: 127.0.0.1, Port: 40780, Value: 1, Factorial: 1
Client IP Address: 127.0.0.1, Port: 40786, Value: 2, Factorial: 2
Client IP Address: 127.0.0.1, Port: 40790, Value: 1, Factorial: 1
Client IP Address: 127.0.0.1, Port: 40788, Value: 2, Factorial: 2
Client IP Address: 127.0.0.1, Port: 40774, Value: 6, Factorial: 720
Client IP Address: 127.0.0.1, Port: 40782, Value: 6, Factorial: 720
Client IP Address: 127.0.0.1, Port: 40778, Value: 6, Factorial: 720
Client IP Address: 127.0.0.1, Port: 40780, Value: 6, Factorial: 720
Client IP Address: 127.0.0.1, Port: 40776, Value: 5, Factorial: 120
Client IP Address: 127.0.0.1, Port: 40786, Value: 3, Factorial: 6
Client IP Address: 127.0.0.1, Port: 40790, Value: 2, Factorial: 2
Client IP Address: 127.0.0.1, Port: 40792, Value: 1, Factorial: 1
Client IP Address: 127.0.0.1, Port: 40784, Value: 3, Factorial: 6
Client IP Address: 127.0.0.1, Port: 40774, Value: 7, Factorial: 5040
Client IP Address: 127.0.0.1, Port: 40782, Value: 7, Factorial: 5040
Client IP Address: 127.0.0.1, Port: 40778, Value: 7, Factorial: 5040
Client IP Address: 127.0.0.1, Port: 40780, Value: 7, Factorial: 5040
Client IP Address: 127.0.0.1, Port: 40776, Value: 6, Factorial: 720
Client IP Address: 127.0.0.1, Port: 40786, Value: 4, Factorial: 24
Client IP Address: 127.0.0.1, Port: 40790, Value: 3, Factorial: 6
Client IP Address: 127.0.0.1, Port: 40792, Value: 2, Factorial: 2
Client IP Address: 127.0.0.1, Port: 40788, Value: 3, Factorial: 6
Client IP Address: 127.0.0.1, Port: 40774, Value: 8, Factorial: 40320
Client IP Address: 127.0.0.1, Port: 40782, Value: 8, Factorial: 40320
Client IP Address: 127.0.0.1, Port: 40778, Value: 8, Factorial: 40320
Client IP Address: 127.0.0.1, Port: 40780, Value: 8, Factorial: 40320
Client IP Address: 127.0.0.1, Port: 40776, Value: 7, Factorial: 5040
Client IP Address: 127.0.0.1, Port: 40786, Value: 5, Factorial: 120
Client IP Address: 127.0.0.1, Port: 40790, Value: 4, Factorial: 24
Client IP Address: 127.0.0.1, Port: 40792, Value: 3, Factorial: 6
Client IP Address: 127.0.0.1, Port: 40784, Value: 4, Factorial: 24
Client IP Address: 127.0.0.1, Port: 40774, Value: 9, Factorial: 362880
Client IP Address: 127.0.0.1, Port: 40782, Value: 9, Factorial: 362880
Client IP Address: 127.0.0.1, Port: 40778, Value: 9, Factorial: 362880
Client IP Address: 127.0.0.1, Port: 40780, Value: 9, Factorial: 362880
Client IP Address: 127.0.0.1, Port: 40776, Value: 8, Factorial: 40320
Client IP Address: 127.0.0.1, Port: 40786, Value: 6, Factorial: 720
Client IP Address: 127.0.0.1, Port: 40790, Value: 5, Factorial: 120
Client IP Address: 127.0.0.1, Port: 40792, Value: 4, Factorial: 24
Client IP Address: 127.0.0.1, Port: 40788, Value: 4, Factorial: 24
Client IP Address: 127.0.0.1, Port: 40774, Value: 10, Factorial: 3628800
Client IP Address: 127.0.0.1, Port: 40782, Value: 10, Factorial: 3628800
Client IP Address: 127.0.0.1, Port: 40778, Value: 10, Factorial: 3628800
Client IP Address: 127.0.0.1, Port: 40780, Value: 10, Factorial: 3628800
Client IP Address: 127.0.0.1, Port: 40776, Value: 9, Factorial: 362880
Client IP Address: 127.0.0.1, Port: 40786, Value: 7, Factorial: 5040
Client IP Address: 127.0.0.1, Port: 40790, Value: 6, Factorial: 720
Client IP Address: 127.0.0.1, Port: 40792, Value: 5, Factorial: 120
Client IP Address: 127.0.0.1, Port: 40784, Value: 5, Factorial: 120
Client IP Address: 127.0.0.1, Port: 40774, Value: 11, Factorial: 39916800
Client IP Address: 127.0.0.1, Port: 40782, Value: 11, Factorial: 39916800
Client IP Address: 127.0.0.1, Port: 40778, Value: 11, Factorial: 39916800
Client IP Address: 127.0.0.1, Port: 40780, Value: 11, Factorial: 39916800
Client IP Address: 127.0.0.1, Port: 40776, Value: 10, Factorial: 3628800
Client IP Address: 127.0.0.1, Port: 40786, Value: 8, Factorial: 40320
Client IP Address: 127.0.0.1, Port: 40790, Value: 7, Factorial: 5040
Client IP Address: 127.0.0.1, Port: 40792, Value: 6, Factorial: 720
Client IP Address: 127.0.0.1, Port: 40788, Value: 5, Factorial: 120
Client IP Address: 127.0.0.1, Port: 40774, Value: 12, Factorial: 479001600
Client IP Address: 127.0.0.1, Port: 40782, Value: 12, Factorial: 479001600
Client IP Address: 127.0.0.1, Port: 40778, Value: 12, Factorial: 479001600
Client IP Address: 127.0.0.1, Port: 40780, Value: 12, Factorial: 479001600
Client IP Address: 127.0.0.1, Port: 40776, Value: 11, Factorial: 39916800
Client IP Address: 127.0.0.1, Port: 40786, Value: 9, Factorial: 362880
Client IP Address: 127.0.0.1, Port: 40790, Value: 8, Factorial: 40320
Client IP Address: 127.0.0.1, Port: 40792, Value: 7, Factorial: 5040
Client IP Address: 127.0.0.1, Port: 40784, Value: 6, Factorial: 720
Client IP Address: 127.0.0.1, Port: 40774, Value: 13, Factorial: 6227020800
Client IP Address: 127.0.0.1, Port: 40782, Value: 13, Factorial: 6227020800
Client IP Address: 127.0.0.1, Port: 40778, Value: 13, Factorial: 6227020800
Client IP Address: 127.0.0.1, Port: 40780, Value: 13, Factorial: 6227020800
Client IP Address: 127.0.0.1, Port: 40776, Value: 12, Factorial: 479001600
Client IP Address: 127.0.0.1, Port: 40786, Value: 10, Factorial: 3628800
Client IP Address: 127.0.0.1, Port: 40790, Value: 9, Factorial: 362880
Client IP Address: 127.0.0.1, Port: 40792, Value: 8, Factorial: 40320
Client IP Address: 127.0.0.1, Port: 40788, Value: 6, Factorial: 720
Client IP Address: 127.0.0.1, Port: 40774, Value: 14, Factorial: 87178291200
Client IP Address: 127.0.0.1, Port: 40782, Value: 14, Factorial: 87178291200
Client IP Address: 127.0.0.1, Port: 40778, Value: 14, Factorial: 87178291200
Client IP Address: 127.0.0.1, Port: 40780, Value: 14, Factorial: 87178291200
Client IP Address: 127.0.0.1, Port: 40776, Value: 13, Factorial: 6227020800
Client IP Address: 127.0.0.1, Port: 40786, Value: 11, Factorial: 39916800
Client IP Address: 127.0.0.1, Port: 40790, Value: 10, Factorial: 3628800
Client IP Address: 127.0.0.1, Port: 40792, Value: 9, Factorial: 362880
Client IP Address: 127.0.0.1, Port: 40784, Value: 7, Factorial: 5040
Client IP Address: 127.0.0.1, Port: 40774, Value: 15, Factorial: 1307674368000
Client IP Address: 127.0.0.1, Port: 40782, Value: 15, Factorial: 1307674368000
Client IP Address: 127.0.0.1, Port: 40778, Value: 15, Factorial: 1307674368000
Client IP Address: 127.0.0.1, Port: 40780, Value: 15, Factorial: 1307674368000
Client IP Address: 127.0.0.1, Port: 40776, Value: 14, Factorial: 87178291200
Client IP Address: 127.0.0.1, Port: 40786, Value: 12, Factorial: 479001600
Client IP Address: 127.0.0.1, Port: 40790, Value: 11, Factorial: 39916800
Client IP Address: 127.0.0.1, Port: 40792, Value: 10, Factorial: 3628800
Client IP Address: 127.0.0.1, Port: 40788, Value: 7, Factorial: 5040
Client IP Address: 127.0.0.1, Port: 40774, Value: 16, Factorial: 20922789888000
Client IP Address: 127.0.0.1, Port: 40782, Value: 16, Factorial: 20922789888000
Client IP Address: 127.0.0.1, Port: 40778, Value: 16, Factorial: 20922789888000
Client IP Address: 127.0.0.1, Port: 40780, Value: 16, Factorial: 20922789888000
Client IP Address: 127.0.0.1, Port: 40776, Value: 15, Factorial: 1307674368000
Client IP Address: 127.0.0.1, Port: 40786, Value: 13, Factorial: 6227020800
Client IP Address: 127.0.0.1, Port: 40790, Value: 12, Factorial: 479001600
Client IP Address: 127.0.0.1, Port: 40792, Value: 11, Factorial: 39916800
Client IP Address: 127.0.0.1, Port: 40784, Value: 8, Factorial: 40320
Client IP Address: 127.0.0.1, Port: 40774, Value: 17, Factorial: 355687428096000
Client IP Address: 127.0.0.1, Port: 40782, Value: 17, Factorial: 355687428096000
Client IP Address: 127.0.0.1, Port: 40778, Value: 17, Factorial: 355687428096000
Client IP Address: 127.0.0.1, Port: 40780, Value: 17, Factorial: 355687428096000
Client IP Address: 127.0.0.1, Port: 40776, Value: 16, Factorial: 20922789888000
Client IP Address: 127.0.0.1, Port: 40786, Value: 14, Factorial: 87178291200
Client IP Address: 127.0.0.1, Port: 40790, Value: 13, Factorial: 6227020800
Client IP Address: 127.0.0.1, Port: 40792, Value: 12, Factorial: 479001600
Client IP Address: 127.0.0.1, Port: 40788, Value: 8, Factorial: 40320
Client IP Address: 127.0.0.1, Port: 40774, Value: 18, Factorial: 6402373705728000
Client IP Address: 127.0.0.1, Port: 40782, Value: 18, Factorial: 6402373705728000
Client IP Address: 127.0.0.1, Port: 40778, Value: 18, Factorial: 6402373705728000
Client IP Address: 127.0.0.1, Port: 40780, Value: 18, Factorial: 6402373705728000
Client IP Address: 127.0.0.1, Port: 40776, Value: 17, Factorial: 355687428096000
Client IP Address: 127.0.0.1, Port: 40786, Value: 15, Factorial: 1307674368000
Client IP Address: 127.0.0.1, Port: 40790, Value: 14, Factorial: 87178291200
Client IP Address: 127.0.0.1, Port: 40792, Value: 13, Factorial: 6227020800
Client IP Address: 127.0.0.1, Port: 40784, Value: 9, Factorial: 362880
Client IP Address: 127.0.0.1, Port: 40774, Value: 19, Factorial: 121645100408832000
Client IP Address: 127.0.0.1, Port: 40782, Value: 19, Factorial: 121645100408832000
Client IP Address: 127.0.0.1, Port: 40778, Value: 19, Factorial: 121645100408832000
Client IP Address: 127.0.0.1, Port: 40780, Value: 19, Factorial: 121645100408832000
Client IP Address: 127.0.0.1, Port: 40776, Value: 18, Factorial: 6402373705728000
Client IP Address: 127.0.0.1, Port: 40786, Value: 16, Factorial: 20922789888000
Client IP Address: 127.0.0.1, Port: 40790, Value: 15, Factorial: 1307674368000
Client IP Address: 127.0.0.1, Port: 40792, Value: 14, Factorial: 87178291200
Client IP Address: 127.0.0.1, Port: 40788, Value: 9, Factorial: 362880
Client IP Address: 127.0.0.1, Port: 40774, Value: 20, Factorial: 2432902008176640000
Client IP Address: 127.0.0.1, Port: 40782, Value: 20, Factorial: 2432902008176640000
Client IP Address: 127.0.0.1, Port: 40778, Value: 20, Factorial: 2432902008176640000
Client IP Address: 127.0.0.1, Port: 40780, Value: 20, Factorial: 2432902008176640000
Client IP Address: 127.0.0.1, Port: 40776, Value: 19, Factorial: 121645100408832000
Client IP Address: 127.0.0.1, Port: 40786, Value: 17, Factorial: 355687428096000
Client IP Address: 127.0.0.1, Port: 40790, Value: 16, Factorial: 20922789888000
Client IP Address: 127.0.0.1, Port: 40792, Value: 15, Factorial: 1307674368000
Client IP Address: 127.0.0.1, Port: 40784, Value: 10, Factorial: 3628800
Client IP Address: 127.0.0.1, Port: 40776, Value: 20, Factorial: 2432902008176640000
Client IP Address: 127.0.0.1, Port: 40786, Value: 18, Factorial: 6402373705728000
Client IP Address: 127.0.0.1, Port: 40790, Value: 17, Factorial: 355687428096000
Client IP Address: 127.0.0.1, Port: 40792, Value: 16, Factorial: 20922789888000
Client IP Address: 127.0.0.1, Port: 40788, Value: 10, Factorial: 3628800
Client IP Address: 127.0.0.1, Port: 40786, Value: 19, Factorial: 121645100408832000
Client IP Address: 127.0.0.1, Port: 40790, Value: 18, Factorial: 6402373705728000
Client IP Address: 127.0.0.1, Port: 40792, Value: 17, Factorial: 355687428096000
Client IP Address: 127.0.0.1, Port: 40784, Value: 11, Factorial: 39916800
Client IP Address: 127.0.0.1, Port: 40786, Value: 20, Factorial: 2432902008176640000
Client IP Address: 127.0.0.1, Port: 40790, Value: 19, Factorial: 121645100408832000
Client IP Address: 127.0.0.1, Port: 40792, Value: 18, Factorial: 6402373705728000
Client IP Address: 127.0.0.1, Port: 40788, Value: 11, Factorial: 39916800
Client IP Address: 127.0.0.1, Port: 40790, Value: 20, Factorial: 2432902008176640000
Client IP Address: 127.0.0.1, Port: 40792, Value: 19, Factorial: 121645100408832000
Client IP Address: 127.0.0.1, Port: 40784, Value: 12, Factorial: 479001600
Client IP Address: 127.0.0.1, Port: 40792, Value: 20, Factorial: 2432902008176640000
Client IP Address: 127.0.0.1, Port: 40788, Value: 12, Factorial: 479001600
Client IP Address: 127.0.0.1, Port: 40784, Value: 13, Factorial: 6227020800
Client IP Address: 127.0.0.1, Port: 40788, Value: 13, Factorial: 6227020800
Client IP Address: 127.0.0.1, Port: 40784, Value: 14, Factorial: 87178291200
Client IP Address: 127.0.0.1, Port: 40788, Value: 14, Factorial: 87178291200
Client IP Address: 127.0.0.1, Port: 40784, Value: 15, Factorial: 1307674368000
Client IP Address: 127.0.0.1, Port: 40788, Value: 15, Factorial: 1307674368000
Client IP Address: 127.0.0.1, Port: 40784, Value: 16, Factorial: 20922789888000
Client IP Address: 127.0.0.1, Port: 40788, Value: 16, Factorial: 20922789888000
Client IP Address: 127.0.0.1, Port: 40784, Value: 17, Factorial: 355687428096000
Client IP Address: 127.0.0.1, Port: 40788, Value: 17, Factorial: 355687428096000
Client IP Address: 127.0.0.1, Port: 40784, Value: 18, Factorial: 6402373705728000
Client IP Address: 127.0.0.1, Port: 40788, Value: 18, Factorial: 6402373705728000
Client IP Address: 127.0.0.1, Port: 40784, Value: 19, Factorial: 121645100408832000
Client IP Address: 127.0.0.1, Port: 40788, Value: 19, Factorial: 121645100408832000
Client IP Address: 127.0.0.1, Port: 40784, Value: 20, Factorial: 2432902008176640000
Client IP Address: 127.0.0.1, Port: 40788, Value: 20, Factorial: 2432902008176640000
