Client IP Address: 127.0.0.1, Port: 42066, Value: 1, Factorial: 1
Client IP Address: 127.0.0.1, Port: 42080, Value: 3, Factorial: 6
Client IP Address: 127.0.0.1, Port: 42064, Value: 11, Factorial: 39916800
Client IP Address: 127.0.0.1, Port: 42066, Value: 11, Factorial: 39916800
Client IP Address: 127.0.0.1, Port: 42062, Value: 11, Factorial: 39916800
Client IP Address: 127.0.0.1, Port: 42068, Value: 11, Factorial: 39916800
Client IP Address: 127.0.0.1, Port: 42070, Value: 10, Factorial: 3628800
Client IP Address: 127.0.0.1, Port: 42072, Value: 9, Factorial: 362880
Client IP Address: 127.0.0.1, Port: 42074, Value: 8, Factorial: 40320
Client IP Address: 127.0.0.1, Port: 42076, Value: 7, Factorial: 5040
Client IP Address: 127.0.0.1, Port: 42078, Value: 4, Factorial: 24
Client IP Address: 127.0.0.1, Port: 42064, Value: 12, Factorial: 479001600
Client IP Address: 127.0.0.1, Port: 42066, Value: 12, Factorial: 479001600
Client IP Address: 127.0.0.1, Port: 42062, Value: 12, Factorial: 479001600
Client IP Address: 127.0.0.1, Port: 42068, Value: 12, Factorial: 479001600
Client IP Address: 127.0.0.1, Port: 42070, Value: 11, Factorial: 39916800
Client IP Address: 127.0.0.1, Port: 42072, Value: 10, Factorial: 3628800
Client IP Address: 127.0.0.1, Port: 42074, Value: 9, Factorial: 362880
Client IP Address: 127.0.0.1, Port: 42076, Value: 8, Factorial: 40320
Client IP Address: 127.0.0.1, Port: 42080, Value: 4, Factorial: 24
Client IP Address: 127.0.0.1, Port: 42064, Value: 13, Factorial: 6227020800
Client IP Address: 127.0.0.1, Port: 42066, Value: 13, Factorial: 6227020800
Client IP Address: 127.0.0.1, Port: 42062, Value: 13, Factorial: 6227020800
Client IP Address: 127.0.0.1, Port: 42068, Value: 13, Factorial: 6227020800
Client IP Address: 127.0.0.1, Port: 42070, Value: 12, Factorial: 479001600
Client IP Address: 127.0.0.1, Port: 42072, Value: 11, Factorial: 39916800
Client IP Address: 127.0.0.1, Port: 42074, Value: 10, Factorial: 3628800
Client IP Address: 127.0.0.1, Port: 42076, Value: 9, Factorial: 362880
Client IP Address: 127.0.0.1, Port: 42078, Value: 5, Factorial: 120
Client IP Address: 127.0.0.1, Port: 42064, Value: 14, Factorial: 87178291200
Client IP Address: 127.0.0.1, Port: 42066, Value: 14, Factorial: 87178291200
Client IP Address: 127.0.0.1, Port: 42062, Value: 14, Factorial: 87178291200
Client IP Address: 127.0.0.1, Port: 42068, Value: 14, Factorial: 87178291200
Client IP Address: 127.0.0.1, Port: 42070, Value: 13, Factorial: 6227020800
Client IP Address: 127.0.0.1, Port: 42072, Value: 12, Factorial: 479001600
Client IP Address: 127.0.0.1, Port: 42074, Value: 11, Factorial: 39916800
Client IP Address: 127.0.0.1, Port: 42076, Value: 10, Factorial: 3628800
Client IP Address: 127.0.0.1, Port: 42080, Value: 5, Factorial: 120
Client IP Address: 127.0.0.1, Port: 42064, Value: 15, Factorial: 1307674368000
Client IP Address: 127.0.0.1, Port: 42066, Value: 15, Factorial: 1307674368000
Client IP Address: 127.0.0.1, Port: 42062, Value: 15, Factorial: 1307674368000
Client IP Address: 127.0.0.1, Port: 42068, Value: 15, Factorial: 1307674368000
Client IP Address: 127.0.0.1, Port: 42070, Value: 14, Factorial: 87178291200
Client IP Address: 127.0.0.1, Port: 42072, Value: 13, Factorial: 6227020800
Client IP Address: 127.0.0.1, Port: 42074, Value: 12, Factorial: 479001600
Client IP Address: 127.0.0.1, Port: 42076, Value: 11, Factorial: 39916800
Client IP Address: 127.0.0.1, Port: 42078, Value: 6, Factorial: 720
Client IP Address: 127.0.0.1, Port: 42064, Value: 16, Factorial: 20922789888000
Client IP Address: 127.0.0.1, Port: 42066, Value: 16, Factorial: 20922789888000
Client IP Address: 127.0.0.1, Port: 42062, Value: 16, Factorial: 20922789888000
Client IP Address: 127.0.0.1, Port: 42068, Value: 16, Factorial: 20922789888000
Client IP Address: 127.0.0.1, Port: 42070, Value: 15, Factorial: 1307674368000
Client IP Address: 127.0.0.1, Port: 42072, Value: 14, Factorial: 87178291200
Client IP Address: 127.0.0.1, Port: 42074, Value: 13, Factorial: 6227020800
Client IP Address: 127.0.0.1, Port: 42076, Value: 12, Factorial: 479001600
Client IP Address: 127.0.0.1, Port: 42080, Value: 6, Factorial: 720
Client IP Address: 127.0.0.1, Port: 42064, Value: 17, Factorial: 355687428096000
Client IP Address: 127.0.0.1, Port: 42066, Value: 17, Factorial: 355687428096000
Client IP Address: 127.0.0.1, Port: 42062, Value: 17, Factorial: 355687428096000
Client IP Address: 127.0.0.1, Port: 42068, Value: 17, Factorial: 355687428096000
Client IP Address: 127.0.0.1, Port: 42070, Value: 16, Factorial: 20922789888000
Client IP Address: 127.0.0.1, Port: 42072, Value: 15, Factorial: 1307674368000
Client IP Address: 127.0.0.1, Port: 42074, Value: 14, Factorial: 87178291200
Client IP Address: 127.0.0.1, Port: 42076, Value: 13, Factorial: 6227020800
Client IP Address: 127.0.0.1, Port: 42078, Value: 7, Factorial: 5040
Client IP Address: 127.0.0.1, Port: 42064, Value: 18, Factorial: 6402373705728000
Client IP Address: 127.0.0.1, Port: 42066, Value: 18, Factorial: 6402373705728000
Client IP Address: 127.0.0.1, Port: 42062, Value: 18, Factorial: 6402373705728000
Client IP Address: 127.0.0.1, Port: 42068, Value: 18, Factorial: 6402373705728000
Client IP Address: 127.0.0.1, Port: 42070, Value: 17, Factorial: 355687428096000
Client IP Address: 127.0.0.1, Port: 42072, Value: 16, Factorial: 20922789888000
Client IP Address: 127.0.0.1, Port: 42074, Value: 15, Factorial: 1307674368000
Client IP Address: 127.0.0.1, Port: 42076, Value: 14, Factorial: 87178291200
Client IP Address: 127.0.0.1, Port: 42080, Value: 7, Factorial: 5040
Client IP Address: 127.0.0.1, Port: 42064, Value: 19, Factorial: 121645100408832000
Client IP Address: 127.0.0.1, Port: 42066, Value: 19, Factorial: 121645100408832000
Client IP Address: 127.0.0.1, Port: 42062, Value: 19, Factorial: 121645100408832000
Client IP Address: 127.0.0.1, Port: 42068, Value: 19, Factorial: 121645100408832000
Client IP Address: 127.0.0.1, Port: 42070, Value: 18, Factorial: 6402373705728000
Client IP Address: 127.0.0.1, Port: 42072, Value: 17, Factorial: 355687428096000
Client IP Address: 127.0.0.1, Port: 42074, Value: 16, Factorial: 20922789888000
Client IP Address: 127.0.0.1, Port: 42076, Value: 15, Factorial: 1307674368000
Client IP Address: 127.0.0.1, Port: 42078, Value: 8, Factorial: 40320
Client IP Address: 127.0.0.1, Port: 42064, Value: 20, Factorial: 2432902008176640000
Client IP Address: 127.0.0.1, Port: 42066, Value: 20, Factorial: 2432902008176640000
Client IP Address: 127.0.0.1, Port: 42062, Value: 20, Factorial: 2432902008176640000
Client IP Address: 127.0.0.1, Port: 42068, Value: 20, Factorial: 2432902008176640000
Client IP Address: 127.0.0.1, Port: 42070, Value: 19, Factorial: 121645100408832000
Client IP Address: 127.0.0.1, Port: 42072, Value: 18, Factorial: 6402373705728000
Client IP Address: 127.0.0.1, Port: 42074, Value: 17, Factorial: 355687428096000
Client IP Address: 127.0.0.1, Port: 42076, Value: 16, Factorial: 20922789888000
Client IP Address: 127.0.0.1, Port: 42080, Value: 8, Factorial: 40320
Client IP Address: 127.0.0.1, Port: 42070, Value: 20, Factorial: 2432902008176640000
Client IP Address: 127.0.0.1, Port: 42072, Value: 19, Factorial: 121645100408832000
Client IP Address: 127.0.0.1, Port: 42074, Value: 18, Factorial: 6402373705728000
Client IP Address: 127.0.0.1, Port: 42076, Value: 17, Factorial: 355687428096000
Client IP Address: 127.0.0.1, Port: 42078, Value: 9, Factorial: 362880
Client IP Address: 127.0.0.1, Port: 42072, Value: 20, Factorial: 2432902008176640000
Client IP Address: 127.0.0.1, Port: 42074, Value: 19, Factorial: 121645100408832000
Client IP Address: 127.0.0.1, Port: 42076, Value: 18, Factorial: 6402373705728000
Client IP Address: 127.0.0.1, Port: 42080, Value: 9, Factorial: 362880
Client IP Address: 127.0.0.1, Port: 42074, Value: 20, Factorial: 2432902008176640000
Client IP Address: 127.0.0.1, Port: 42076, Value: 19, Factorial: 121645100408832000
Client IP Address: 127.0.0.1, Port: 42078, Value: 10, Factorial: 3628800
Client IP Address: 127.0.0.1, Port: 42076, Value: 20, Factorial: 2432902008176640000
Client IP Address: 127.0.0.1, Port: 42080, Value: 10, Factorial: 3628800
Client IP Address: 127.0.0.1, Port: 42078, Value: 11, Factorial: 39916800
Client IP Address: 127.0.0.1, Port: 42080, Value: 11, Factorial: 39916800
Client IP Address: 127.0.0.1, Port: 42078, Value: 12, Factorial: 479001600
Client IP Address: 127.0.0.1, Port: 42080, Value: 12, Factorial: 479001600
Client IP Address: 127.0.0.1, Port: 42078, Value: 13, Factorial: 6227020800
Client IP Address: 127.0.0.1, Port: 42080, Value: 13, Factorial: 6227020800
Client IP Address: 127.0.0.1, Port: 42078, Value: 14, Factorial: 87178291200
Client IP Address: 127.0.0.1, Port: 42080, Value: 14, Factorial: 87178291200
Client IP Address: 127.0.0.1, Port: 42078, Value: 15, Factorial: 1307674368000
Client IP Address: 127.0.0.1, Port: 42080, Value: 15, Factorial: 1307674368000
Client IP Address: 127.0.0.1, Port: 42078, Value: 16, Factorial: 20922789888000
Client IP Address: 127.0.0.1, Port: 42080, Value: 16, Factorial: 20922789888000
Client IP Address: 127.0.0.1, Port: 42078, Value: 17, Factorial: 355687428096000
Client IP Address: 127.0.0.1, Port: 42080, Value: 17, Factorial: 355687428096000
Client IP Address: 127.0.0.1, Port: 42078, Value: 18, Factorial: 6402373705728000
Client IP Address: 127.0.0.1, Port: 42080, Value: 18, Factorial: 6402373705728000
Client IP Address: 127.0.0.1, Port: 42078, Value: 19, Factorial: 121645100408832000
Client IP Address: 127.0.0.1, Port: 42080, Value: 19, Factorial: 121645100408832000
Client IP Address: 127.0.0.1, Port: 42078, Value: 20, Factorial: 2432902008176640000
Client IP Address: 127.0.0.1, Port: 42080, Value: 20, Factorial: 2432902008176640000
