Client IP Address: 127.0.0.1, Port: 51938, Value: 1, Factorial: 1
Client IP Address: 127.0.0.1, Port: 51938, Value: 12, Factorial: 479001600
Client IP Address: 127.0.0.1, Port: 51942, Value: 6, Factorial: 720
Client IP Address: 127.0.0.1, Port: 51942, Value: 19, Factorial: 121645100408832000
Client IP Address: 127.0.0.1, Port: 51942, Value: 18, Factorial: 6402373705728000
Client IP Address: 127.0.0.1, Port: 51942, Value: 17, Factorial: 355687428096000
Client IP Address: 127.0.0.1, Port: 51942, Value: 18, Factorial: 6402373705728000
Client IP Address: 127.0.0.1, Port: 51932, Value: 16, Factorial: 20922789888000
Client IP Address: 127.0.0.1, Port: 51936, Value: 15, Factorial: 1307674368000
Client IP Address: 127.0.0.1, Port: 51934, Value: 14, Factorial: 87178291200
Client IP Address: 127.0.0.1, Port: 51938, Value: 13, Factorial: 6227020800
Client IP Address: 127.0.0.1, Port: 51940, Value: 7, Factorial: 5040
Client IP Address: 127.0.0.1, Port: 51940, Value: 20, Factorial: 2432902008176640000
Client IP Address: 127.0.0.1, Port: 51940, Value: 19, Factorial: 121645100408832000
Client IP Address: 127.0.0.1, Port: 51940, Value: 18, Factorial: 6402373705728000
Client IP Address: 127.0.0.1, Port: 51940, Value: 19, Factorial: 121645100408832000
Client IP Address: 127.0.0.1, Port: 51932, Value: 17, Factorial: 355687428096000
Client IP Address: 127.0.0.1, Port: 51936, Value: 16, Factorial: 20922789888000
Client IP Address: 127.0.0.1, Port: 51934, Value: 15, Factorial: 1307674368000
Client IP Address: 127.0.0.1, Port: 51938, Value: 14, Factorial: 87178291200
Client IP Address: 127.0.0.1, Port: 51942, Value: 7, Factorial: 5040
Client IP Address: 127.0.0.1, Port: 51942, Value: 20, Factorial: 2432902008176640000
Client IP Address: 127.0.0.1, Port: 51942, Value: 19, Factorial: 121645100408832000
Client IP Address: 127.0.0.1, Port: 51942, Value: 20, Factorial: 2432902008176640000
Client IP Address: 127.0.0.1, Port: 51932, Value: 18, Factorial: 6402373705728000
Client IP Address: 127.0.0.1, Port: 51936, Value: 17, Factorial: 355687428096000
Client IP Address: 127.0.0.1, Port: 51934, Value: 16, Factorial: 20922789888000
Client IP Address: 127.0.0.1, Port: 51938, Value: 15, Factorial: 1307674368000
Client IP Address: 127.0.0.1, Port: 51940, Value: 8, Factorial: 40320
Client IP Address: 127.0.0.1, Port: 51940, Value: 20, Factorial: 2432902008176640000
Client IP Address: 127.0.0.1, Port: 51932, Value: 19, Factorial: 121645100408832000
Client IP Address: 127.0.0.1, Port: 51936, Value: 18, Factorial: 6402373705728000
Client IP Address: 127.0.0.1, Port: 51934, Value: 17, Factorial: 355687428096000
Client IP Address: 127.0.0.1, Port: 51938, Value: 16, Factorial: 20922789888000
Client IP Address: 127.0.0.1, Port: 51942, Value: 8, Factorial: 40320
Client IP Address: 127.0.0.1, Port: 51932, Value: 20, Factorial: 2432902008176640000
Client IP Address: 127.0.0.1, Port: 51936, Value: 19, Factorial: 121645100408832000
Client IP Address: 127.0.0.1, Port: 51934, Value: 18, Factorial: 6402373705728000
Client IP Address: 127.0.0.1, Port: 51938, Value: 17, Factorial: 355687428096000
Client IP Address: 127.0.0.1, Port: 51940, Value: 9, Factorial: 362880
Client IP Address: 127.0.0.1, Port: 51936, Value: 20, Factorial: 2432902008176640000
Client IP Address: 127.0.0.1, Port: 51934, Value: 19, Factorial: 121645100408832000
Client IP Address: 127.0.0.1, Port: 51938, Value: 18, Factorial: 6402373705728000
Client IP Address: 127.0.0.1, Port: 51942, Value: 9, Factorial: 362880
Client IP Address: 127.0.0.1, Port: 51934, Value: 20, Factorial: 2432902008176640000
Client IP Address: 127.0.0.1, Port: 51938, Value: 19, Factorial: 121645100408832000
Client IP Address: 127.0.0.1, Port: 51940, Value: 10, Factorial: 3628800
Client IP Address: 127.0.0.1, Port: 51938, Value: 20, Factorial: 2432902008176640000
Client IP Address: 127.0.0.1, Port: 51942, Value: 10, Factorial: 3628800
Client IP Address: 127.0.0.1, Port: 51940, Value: 11, Factorial: 39916800
Client IP Address: 127.0.0.1, Port: 51942, Value: 11, Factorial: 39916800
Client IP Address: 127.0.0.1, Port: 51940, Value: 12, Factorial: 479001600
Client IP Address: 127.0.0.1, Port: 51942, Value: 12, Factorial: 479001600
Client IP Address: 127.0.0.1, Port: 51940, Value: 13, Factorial: 6227020800
Client IP Address: 127.0.0.1, Port: 51942, Value: 13, Factorial: 6227020800
Client IP Address: 127.0.0.1, Port: 51940, Value: 14, Factorial: 87178291200
Client IP Address: 127.0.0.1, Port: 51942, Value: 14, Factorial: 87178291200
Client IP Address: 127.0.0.1, Port: 51940, Value: 15, Factorial: 1307674368000
Client IP Address: 127.0.0.1, Port: 51942, Value: 15, Factorial: 1307674368000
Client IP Address: 127.0.0.1, Port: 51940, Value: 16, Factorial: 20922789888000
Client IP Address: 127.0.0.1, Port: 51942, Value: 16, Factorial: 20922789888000
Client IP Address: 127.0.0.1, Port: 51940, Value: 17, Factorial: 355687428096000
Client IP Address: 127.0.0.1, Port: 51942, Value: 17, Factorial: 355687428096000
Client IP Address: 127.0.0.1, Port: 51940, Value: 18, Factorial: 6402373705728000
Client IP Address: 127.0.0.1, Port: 51942, Value: 18, Factorial: 6402373705728000
Client IP Address: 127.0.0.1, Port: 51940, Value: 19, Factorial: 121645100408832000
Client IP Address: 127.0.0.1, Port: 51942, Value: 19, Factorial: 121645100408832000
Client IP Address: 127.0.0.1, Port: 51940, Value: 20, Factorial: 2432902008176640000
Client IP Address: 127.0.0.1, Port: 51942, Value: 20, Factorial: 2432902008176640000
